Item,Category,Stock,Daily_Sales,Reorder_Level,Lead_Time_Days
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,General,25.5,4.25,8.5,6
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",General,27.0,6.0,9.0,5
Satellite Sectional Post Binders,General,57.0,3.4545454545454546,19.0,6
Sauder Barrister Bookcases,General,24.0,5.333333333333333,8.0,7
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",General,15.0,3.3333333333333335,5.0,3
"Sauder Camden County Collection Libraries, Planked Cherry Finish",General,28.5,2.7142857142857144,9.5,7
Sauder Camden County Collection Library,General,24.0,8.0,8.0,3
Sauder Cornerstone Collection Library,General,21.0,4.666666666666667,7.0,3
"Sauder Facets Collection Library, Sky Alder Finish",General,15.0,2.5,5.0,4
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",General,7.5,2.5,2.5,6
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",General,15.0,3.3333333333333335,5.0,3
"Sauder Forest Hills Library, Woodland Oak Finish",General,22.5,3.75,7.5,4
Sauder Inglewood Library Bookcases,General,21.0,2.8,7.0,3
"Sauder Mission Library with Doors, Fruitwood Finish",General,15.0,3.3333333333333335,5.0,7
Security-Tint Envelopes,General,34.5,2.5555555555555554,11.5,3
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,General,16.5,3.6666666666666665,5.5,7
Self-Adhesive Address Labels for Typewriters by Universal,General,34.5,3.2857142857142856,11.5,4
Self-Adhesive Address Labels for Typewriters with Dispenser Box,General,13.5,4.5,4.5,3
Self-Adhesive Removable Labels,General,52.5,5.0,17.5,7
Self-Adhesive Ring Binder Labels,General,16.5,2.75,5.5,4
Sensible Storage WireTech Storage Systems,General,57.0,4.75,19.0,5
Serrated Blade or Curved Handle Hand Letter Openers,General,13.5,4.5,4.5,7
"Seth Thomas 12"" Clock w/ Goldtone Case",General,25.5,5.666666666666667,8.5,7
"Seth Thomas 13 1/2"" Wall Clock",General,30.0,4.0,10.0,6
"Seth Thomas 14"" Day/Date Wall Clock",General,25.5,2.8333333333333335,8.5,6
"Seth Thomas 14"" Putty-Colored Wall Clock",General,19.5,3.25,6.5,4
"Seth Thomas 16"" Steel Case Clock",General,28.5,3.8,9.5,6
"Seth Thomas 8 1/2"" Cubicle Clock",General,16.5,2.75,5.5,5
Sharp 1540cs Digital Laser Copier,General,15.0,1.4285714285714286,5.0,4
Sharp AL-1530CS Digital Copier,General,25.5,4.25,8.5,3
Shocksock Galaxy S4 Armband,General,10.5,2.3333333333333335,3.5,6
ShoreTel ShorePhone IP 230 VoIP phone,General,31.5,5.25,10.5,3
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",General,48.0,4.0,16.0,3
"Situations Contoured Folding Chairs, 4/Set",General,96.0,4.266666666666667,32.0,3
"SlimView Poly Binder, 3/8""",General,60.0,5.714285714285714,20.0,5
"SmartStand Mobile Device Holder, Assorted Colors",General,19.5,4.333333333333333,6.5,7
Smead Adjustable Mobile File Trolley with Lockable Top,General,18.0,4.0,6.0,4
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,General,30.0,4.0,10.0,5
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,General,24.0,3.2,8.0,6
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",General,42.0,4.666666666666667,14.0,4
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",General,6.0,4.0,2.0,3
Socket Bluetooth Cordless Hand Scanner (CHS),General,4.5,3.0,1.5,7
Sony 16GB Class 10 Micro SDHC R40 Memory Card,General,24.0,4.0,8.0,3
Sony 32GB Class 10 Micro SDHC R40 Memory Card,General,18.0,3.0,6.0,3
Sony 64GB Class 10 Micro SDHC R40 Memory Card,General,40.5,3.0,13.5,3
Sony 8GB Class 10 Micro SDHC R40 Memory Card,General,4.5,3.0,1.5,6
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,General,43.5,3.2222222222222223,14.5,5
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,General,27.0,6.0,9.0,3
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,General,19.5,3.25,6.5,3
"Sortfiler Multipurpose Personal File Organizer, Black",General,36.0,4.0,12.0,5
Southworth 100% Cotton The Best Paper,General,22.5,5.0,7.5,7
"Southworth 100% Résumé Paper, 24lb.",General,52.5,5.0,17.5,7
Southworth 25% Cotton Antique Laid Paper & Envelopes,General,39.0,5.2,13.0,6
Southworth 25% Cotton Granite Paper & Envelopes,General,10.5,2.3333333333333335,3.5,6
Southworth 25% Cotton Linen-Finish Paper & Envelopes,General,30.0,5.0,10.0,7
Southworth 25% Cotton Premium Laser Paper and Envelopes,General,42.0,5.6,14.0,5
Southworth Parchment Paper & Envelopes,General,22.5,2.5,7.5,5
Southworth Structures Collection,General,15.0,5.0,5.0,4
Space Solutions Commercial Steel Shelving,General,49.5,4.714285714285714,16.5,6
Space Solutions HD Industrial Steel Shelving.,General,40.5,3.375,13.5,3
Space Solutions Industrial Galvanized Steel Shelving.,General,10.5,2.3333333333333335,3.5,5
Speck Products Candyshell Flip Case,General,12.0,2.0,4.0,3
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",General,28.5,3.8,9.5,3
Spigen Samsung Galaxy S5 Case Wallet,General,22.5,3.0,7.5,4
SpineVue Locking Slant-D Ring Binders by Cardinal,General,33.0,2.75,11.0,7
Spiral Phone Message Books with Labels by Adams,General,22.5,3.75,7.5,6
Square Credit Card Reader,General,33.0,3.142857142857143,11.0,6
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",General,40.5,5.4,13.5,5
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",General,33.0,3.142857142857143,11.0,6
Stackable Trays,General,34.5,3.2857142857142856,11.5,4
"Stacking Tray, Side-Loading, Legal, Smoke",General,24.0,4.0,8.0,7
Stacking Trays by OIC,General,28.5,3.1666666666666665,9.5,4
Standard Line While You Were Out Hardbound Telephone Message Book,General,16.5,5.5,5.5,6
Standard Rollaway File with Lock,General,60.0,4.0,20.0,4
Stanley Bostitch Contemporary Electric Pencil Sharpeners,General,28.5,2.7142857142857144,9.5,6
Stanley Contemporary Battery Pencil Sharpeners,General,36.0,6.0,12.0,4
Staple envelope,General,255.0,3.5416666666666665,85.0,3
Staple holder,General,78.0,4.0,26.0,7
Staple magnet,General,49.5,3.3,16.5,5
Staple remover,General,91.5,3.388888888888889,30.5,4
Staple-based wall hangings,General,93.0,3.875,31.0,4
Staple-on labels,General,31.5,4.2,10.5,5
Staples,General,322.5,4.673913043478261,107.5,5
Staples in misc. colors,General,129.0,4.526315789473684,43.0,7
Star Micronics TSP100 TSP143LAN Receipt Printer,General,6.0,4.0,2.0,6
Star Micronics TSP800 TSP847IIU Receipt Printer,General,6.0,2.0,2.0,4
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,General,19.5,3.25,6.5,3
Steel Personal Filing/Posting Tote,General,43.5,5.8,14.5,7
Sterilite Officeware Hinged File Box,General,52.5,3.1818181818181817,17.5,3
Sterilite Show Offs Storage Containers,General,24.0,3.2,8.0,7
Sterling Rubber Bands by Alliance,General,7.5,2.5,2.5,3
Stiletto Hand Letter Openers,General,25.5,4.25,8.5,5
Stockwell Gold Paper Clips,General,7.5,2.5,2.5,7
Stockwell Push Pins,General,51.0,4.25,17.0,4
Storex Dura Pro Binders,General,106.5,4.176470588235294,35.5,4
Storex DuraTech Recycled Plastic Frosted Binders,General,58.5,4.875,19.5,3
Storex Flexible Poly Binders with Double Pockets,General,13.5,3.0,4.5,6
"Strathmore #10 Envelopes, Ultimate White",General,18.0,3.0,6.0,5
Strathmore Photo Frame Cards,General,24.0,4.0,8.0,4
Strathmore Photo Mount Cards,General,57.0,4.222222222222222,19.0,3
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",General,4.5,3.0,1.5,6
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",General,34.5,4.6,11.5,4
"Super Bands, 12/Pack",General,30.0,5.0,10.0,5
Super Decoflex Portable Personal File,General,19.5,2.6,6.5,3
Surelock Post Binders,General,43.5,3.625,14.5,3
Swingline SM12-08 MicroCut Jam Free Shredder,General,19.5,4.333333333333333,6.5,7
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",General,25.5,5.666666666666667,8.5,5
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",General,19.5,4.333333333333333,6.5,3
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",General,37.5,6.25,12.5,6
"TOPS Money Receipt Book, Consecutively Numbered in Red,",General,16.5,5.5,5.5,4
"TOPS Voice Message Log Book, Flash Format",General,18.0,4.0,6.0,4
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",General,37.5,5.0,12.5,6
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",General,22.5,5.0,7.5,4
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",General,25.5,2.8333333333333335,8.5,5
Telescoping Adjustable Floor Lamp,General,15.0,1.6666666666666667,5.0,7
"Tenex ""The Solids"" Textured Chair Mats",General,39.0,3.7142857142857144,13.0,5
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",General,37.5,3.5714285714285716,12.5,6
Tenex Antistatic Computer Chair Mats,General,37.5,4.166666666666667,12.5,7
Tenex B1-RE Series Chair Mats for Low Pile Carpets,General,34.5,3.2857142857142856,11.5,3
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",General,22.5,3.0,7.5,7
"Tenex Chairmat w/ Average Lip, 45"" x 53""",General,28.5,4.75,9.5,7
Tenex Chairmats For Use With Carpeted Floors,General,16.5,2.75,5.5,6
Tenex Chairmats For Use with Hard Floors,General,30.0,3.3333333333333335,10.0,6
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",General,15.0,2.5,5.0,7
"Tenex File Box, Personal Filing Tote with Lid, Black",General,36.0,3.4285714285714284,12.0,7
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",General,33.0,4.4,11.0,4
"Tenex Personal Project File with Scoop Front Design, Black",General,60.0,4.0,20.0,3
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",General,22.5,3.0,7.5,6
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",General,6.0,2.0,2.0,4
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",General,36.0,4.0,12.0,6
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",General,10.5,2.3333333333333335,3.5,5
Tennsco 16-Compartment Lockers with Coat Rack,General,19.5,2.6,6.5,6
Tennsco 6- and 18-Compartment Lockers,General,64.5,3.909090909090909,21.5,7
Tennsco Commercial Shelving,General,31.5,2.3333333333333335,10.5,3
Tennsco Double-Tier Lockers,General,70.5,3.9166666666666665,23.5,6
Tennsco Industrial Shelving,General,43.5,3.2222222222222223,14.5,3
"Tennsco Lockers, Gray",General,33.0,3.6666666666666665,11.0,4
"Tennsco Lockers, Sand",General,33.0,4.4,11.0,6
Tennsco Regal Shelving Units,General,27.0,4.5,9.0,6
Tennsco Single-Tier Lockers,General,42.0,3.5,14.0,7
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",General,37.5,4.166666666666667,12.5,3
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",General,49.5,4.714285714285714,16.5,5
"Tensor ""Hersey Kiss"" Styled Floor Lamp",General,12.0,2.6666666666666665,4.0,6
Tensor Brushed Steel Torchiere Floor Lamp,General,15.0,2.5,5.0,3
Tensor Computer Mounted Lamp,General,54.0,4.5,18.0,6
Tensor Track Tree Floor Lamp,General,25.5,4.25,8.5,6
Texas Instrument TI-15 Fraction Calculator,General,12.0,4.0,4.0,7
Texas Instruments TI-34 Scientific Calculator,General,18.0,4.0,6.0,4
Things To Do Today Pad,General,39.0,3.7142857142857144,13.0,3
Things To Do Today Spiral Book,General,19.5,4.333333333333333,6.5,3
Tops Green Bar Computer Printout Paper,General,10.5,2.3333333333333335,3.5,5
Tops White Computer Printout Paper,General,21.0,3.5,7.0,7
Tops Wirebound Message Log Books,General,37.5,4.166666666666667,12.5,6
Toshiba IPT2010-SD IP Telephone,General,46.5,3.875,15.5,7
Translucent Push Pins by OIC,General,22.5,5.0,7.5,7
"Trav-L-File Heavy-Duty Shuttle II, Black",General,45.0,4.285714285714286,15.0,6
Trimflex Flexible Post Binders,General,31.5,5.25,10.5,6
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,General,40.5,4.5,13.5,5
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,General,24.0,5.333333333333333,8.0,7
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,General,33.0,3.6666666666666665,11.0,6
Tuf-Vin Binders,General,39.0,3.7142857142857144,13.0,4
Tuff Stuff Recycled Round Ring Binders,General,34.5,2.5555555555555554,11.5,5
Turquoise Lead Holder with Pocket Clip,General,9.0,2.0,3.0,3
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",General,25.5,5.666666666666667,8.5,6
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",General,36.0,3.4285714285714284,12.0,7
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",General,24.0,3.2,8.0,3
Tyvek Side-Opening Peel & Seel Expanding Envelopes,General,21.0,2.8,7.0,3
Ultra Commercial Grade Dual Valve Door Closer,General,3.0,2.0,1.0,5
"Ultra Door Kickplate, 8""H x 34""W",General,15.0,5.0,5.0,5
Ultra Door Pull Handle,General,40.5,4.5,13.5,7
Ultra Door Push Plate,General,51.0,4.857142857142857,17.0,5
UniKeep View Case Binders,General,19.5,2.6,6.5,6
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),General,36.0,4.8,12.0,3
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",General,30.0,4.0,10.0,6
"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",General,4.5,3.0,1.5,3
Unpadded Memo Slips,General,7.5,2.5,2.5,7
V7 USB Numeric Keypad,General,24.0,4.0,8.0,4
VTech DS6151,General,37.5,3.125,12.5,7
VariCap6 Expandable Binder,General,15.0,3.3333333333333335,5.0,5
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",General,21.0,4.666666666666667,7.0,7
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",General,21.0,2.8,7.0,5
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",General,18.0,2.4,6.0,4
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",General,45.0,5.0,15.0,4
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",General,12.0,2.0,4.0,7
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",General,43.5,3.625,14.5,7
Vinyl Sectional Post Binders,General,60.0,3.6363636363636362,20.0,5
"Vtech AT&T CL2940 Corded Speakerphone, Black",General,4.5,3.0,1.5,7
Vtech CS6719,General,48.0,4.571428571428571,16.0,7
WD My Passport Ultra 1TB Portable External Hard Drive,General,25.5,2.8333333333333335,8.5,7
WD My Passport Ultra 2TB Portable External Hard Drive,General,52.5,4.375,17.5,6
WD My Passport Ultra 500GB Portable External Hard Drive,General,18.0,3.0,6.0,5
Wasp CCD Handheld Bar Code Reader,General,4.5,3.0,1.5,5
Wausau Papers Astrobrights Colored Envelopes,General,13.5,3.0,4.5,5
Westinghouse Clip-On Gooseneck Lamps,General,57.0,4.222222222222222,19.0,4
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",General,10.5,1.75,3.5,7
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",General,9.0,3.0,3.0,5
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),General,37.5,5.0,12.5,3
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",General,19.5,3.25,6.5,7
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",General,51.0,5.666666666666667,17.0,3
White Computer Printout Paper by Universal,General,55.5,4.625,18.5,7
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",General,36.0,4.0,12.0,3
"White Envelopes, White Envelopes with Clear Poly Window",General,33.0,4.4,11.0,7
White GlueTop Scratch Pads,General,21.0,7.0,7.0,5
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,General,28.5,3.1666666666666665,9.5,4
Wilson Electronics DB Pro Signal Booster,General,48.0,3.2,16.0,7
"Wilson Jones 1"" Hanging DublLock Ring Binders",General,69.0,4.6,23.0,4
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,General,34.5,5.75,11.5,7
Wilson Jones Active Use Binders,General,31.5,3.5,10.5,6
Wilson Jones Century Plastic Molded Ring Binders,General,72.0,4.8,24.0,4
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",General,70.5,5.222222222222222,23.5,4
Wilson Jones Custom Binder Spines & Labels,General,33.0,3.142857142857143,11.0,5
Wilson Jones DublLock D-Ring Binders,General,9.0,3.0,3.0,3
Wilson Jones Easy Flow II Sheet Lifters,General,73.5,4.083333333333333,24.5,5
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",General,63.0,5.25,21.0,7
Wilson Jones Four-Pocket Poly Binders,General,25.5,4.25,8.5,4
Wilson Jones Hanging Recycled Pressboard Data Binders,General,6.0,2.0,2.0,6
"Wilson Jones Hanging View Binder, White, 1""",General,34.5,3.2857142857142856,11.5,4
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,General,33.0,3.6666666666666665,11.0,5
Wilson Jones Impact Binders,General,63.0,4.666666666666667,21.0,5
Wilson Jones International Size A4 Ring Binders,General,27.0,2.5714285714285716,9.0,3
Wilson Jones Leather-Like Binders with DublLock Round Rings,General,69.0,3.8333333333333335,23.0,6
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",General,70.5,3.9166666666666665,23.5,5
Wilson Jones Legal Size Ring Binders,General,66.0,4.888888888888889,22.0,6
Wilson Jones Standard D-Ring Binders,General,39.0,3.25,13.0,3
Wilson Jones Suede Grain Vinyl Binders,General,12.0,2.6666666666666665,4.0,5
Wilson Jones Turn Tabs Binder Tool for Ring Binders,General,88.5,4.538461538461538,29.5,6
Wilson Jones data.warehouse D-Ring Binders with DublLock,General,18.0,2.4,6.0,3
Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,General,33.0,4.4,11.0,6
Wilson SignalBoost 841262 DB PRO Amplifier Kit,General,25.5,2.8333333333333335,8.5,3
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",General,33.0,3.6666666666666665,11.0,5
"Wirebound Message Book, 4 per Page",General,52.5,5.0,17.5,6
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",General,25.5,5.666666666666667,8.5,6
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",General,18.0,4.0,6.0,5
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",General,39.0,4.333333333333333,13.0,7
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",General,51.0,4.857142857142857,17.0,4
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",General,42.0,3.111111111111111,14.0,3
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",General,22.5,2.5,7.5,6
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",General,7.5,2.5,2.5,3
"Wirebound Service Call Books, 5 1/2"" x 4""",General,19.5,2.6,6.5,3
Wirebound Voice Message Log Book,General,6.0,2.0,2.0,4
Wireless Extenders zBoost YX545 SOHO Signal Booster,General,36.0,3.4285714285714284,12.0,4
Woodgrain Magazine Files by Perma,General,36.0,4.0,12.0,4
X-Rack File for Hanging Folders,General,45.0,3.3333333333333335,15.0,3
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,General,7.5,2.5,2.5,3
Xerox 188,General,30.0,2.5,10.0,5
Xerox 1880,General,27.0,3.6,9.0,4
Xerox 1881,General,57.0,3.1666666666666665,19.0,4
Xerox 1882,General,18.0,2.4,6.0,4
Xerox 1883,General,55.5,5.285714285714286,18.5,6
Xerox 1884,General,48.0,4.0,16.0,5
Xerox 1885,General,30.0,4.0,10.0,7
Xerox 1886,General,21.0,2.8,7.0,5
Xerox 1887,General,45.0,3.75,15.0,5
Xerox 1888,General,36.0,4.0,12.0,4
Xerox 1889,General,15.0,3.3333333333333335,5.0,4
Xerox 189,General,28.5,3.1666666666666665,9.5,4
Xerox 1890,General,7.5,2.5,2.5,6
Xerox 1891,General,45.0,4.285714285714286,15.0,7
Xerox 1892,General,7.5,2.5,2.5,4
Xerox 1893,General,58.5,3.5454545454545454,19.5,5
Xerox 1894,General,40.5,5.4,13.5,3
Xerox 1895,General,49.5,4.714285714285714,16.5,3
Xerox 1896,General,7.5,2.5,2.5,4
Xerox 1897,General,24.0,4.0,8.0,5
Xerox 1898,General,69.0,4.181818181818182,23.0,7
Xerox 1899,General,21.0,2.8,7.0,4
Xerox 19,General,22.5,3.75,7.5,5
Xerox 190,General,9.0,3.0,3.0,3
Xerox 1900,General,39.0,3.7142857142857144,13.0,3
Xerox 1901,General,6.0,4.0,2.0,3
Xerox 1902,General,6.0,2.0,2.0,7
Xerox 1903,General,36.0,4.0,12.0,5
Xerox 1905,General,34.5,4.6,11.5,5
Xerox 1906,General,48.0,4.571428571428571,16.0,6
Xerox 1907,General,15.0,3.3333333333333335,5.0,6
Xerox 1908,General,48.0,4.571428571428571,16.0,7
Xerox 1909,General,60.0,4.444444444444445,20.0,6
Xerox 191,General,58.5,3.9,19.5,4
Xerox 1910,General,21.0,2.8,7.0,5
Xerox 1911,General,19.5,2.6,6.5,6
Xerox 1912,General,16.5,2.75,5.5,7
Xerox 1913,General,25.5,3.4,8.5,5
Xerox 1914,General,28.5,3.8,9.5,4
Xerox 1915,General,42.0,3.111111111111111,14.0,4
Xerox 1916,General,30.0,2.857142857142857,10.0,6
Xerox 1917,General,37.5,5.0,12.5,4
Xerox 1918,General,6.0,4.0,2.0,5
Xerox 1919,General,60.0,4.444444444444445,20.0,6
Xerox 192,General,33.0,3.6666666666666665,11.0,6
Xerox 1920,General,22.5,3.75,7.5,7
Xerox 1921,General,10.5,2.3333333333333335,3.5,5
Xerox 1922,General,4.5,3.0,1.5,6
Xerox 1923,General,24.0,3.2,8.0,4
Xerox 1924,General,18.0,3.0,6.0,6
Xerox 1925,General,27.0,3.0,9.0,4
Xerox 1926,General,10.5,7.0,3.5,7
Xerox 1927,General,27.0,3.6,9.0,5
Xerox 1928,General,39.0,6.5,13.0,6
Xerox 1929,General,24.0,4.0,8.0,5
Xerox 193,General,19.5,4.333333333333333,6.5,7
Xerox 1930,General,36.0,4.8,12.0,4
Xerox 1931,General,54.0,4.5,18.0,5
Xerox 1932,General,4.5,3.0,1.5,6
Xerox 1933,General,36.0,4.8,12.0,3
Xerox 1934,General,30.0,4.0,10.0,3
Xerox 1935,General,31.5,5.25,10.5,4
Xerox 1936,General,13.5,3.0,4.5,7
Xerox 1937,General,18.0,3.0,6.0,6
Xerox 1938,General,10.5,7.0,3.5,5
Xerox 1939,General,33.0,4.4,11.0,5
Xerox 194,General,13.5,2.25,4.5,6
Xerox 1940,General,18.0,3.0,6.0,3
Xerox 1941,General,28.5,3.8,9.5,4
Xerox 1942,General,19.5,2.1666666666666665,6.5,5
Xerox 1943,General,24.0,4.0,8.0,5
Xerox 1944,General,24.0,2.6666666666666665,8.0,6
Xerox 1945,General,67.5,5.625,22.5,3
Xerox 1946,General,19.5,4.333333333333333,6.5,3
Xerox 1947,General,37.5,5.0,12.5,6
Xerox 1948,General,22.5,5.0,7.5,7
Xerox 1949,General,42.0,3.5,14.0,6
Xerox 195,General,40.5,3.375,13.5,5
Xerox 1950,General,13.5,3.0,4.5,6
Xerox 1951,General,45.0,5.0,15.0,3
Xerox 1952,General,30.0,5.0,10.0,5
Xerox 1953,General,18.0,3.0,6.0,5
Xerox 1954,General,27.0,4.5,9.0,7
Xerox 1955,General,15.0,5.0,5.0,4
Xerox 1956,General,24.0,8.0,8.0,4
Xerox 1957,General,25.5,2.8333333333333335,8.5,6
Xerox 1958,General,7.5,2.5,2.5,5
Xerox 1959,General,31.5,3.5,10.5,6
Xerox 196,General,27.0,2.25,9.0,7
Xerox 1960,General,48.0,5.333333333333333,16.0,7
Xerox 1962,General,42.0,4.0,14.0,6
Xerox 1963,General,25.5,5.666666666666667,8.5,5
Xerox 1964,General,49.5,6.6,16.5,3
Xerox 1965,General,15.0,2.5,5.0,6
Xerox 1966,General,21.0,2.3333333333333335,7.0,4
Xerox 1967,General,22.5,3.0,7.5,7
Xerox 1968,General,39.0,5.2,13.0,5
Xerox 1969,General,3.0,2.0,1.0,5
Xerox 197,General,27.0,6.0,9.0,5
Xerox 1970,General,33.0,3.6666666666666665,11.0,5
Xerox 1971,General,42.0,4.666666666666667,14.0,6
Xerox 1972,General,15.0,2.0,5.0,7
Xerox 1973,General,12.0,4.0,4.0,3
Xerox 1974,General,15.0,2.5,5.0,6
Xerox 1975,General,18.0,2.4,6.0,6
Xerox 1976,General,10.5,3.5,3.5,6
Xerox 1977,General,30.0,3.3333333333333335,10.0,3
Xerox 1978,General,51.0,4.25,17.0,3
Xerox 1979,General,16.5,3.6666666666666665,5.5,5
Xerox 198,General,24.0,5.333333333333333,8.0,5
Xerox 1980,General,12.0,4.0,4.0,7
Xerox 1981,General,21.0,3.5,7.0,7
Xerox 1982,General,18.0,4.0,6.0,6
Xerox 1983,General,7.5,2.5,2.5,4
Xerox 1984,General,3.0,2.0,1.0,4
Xerox 1985,General,7.5,2.5,2.5,7
Xerox 1986,General,19.5,3.25,6.5,7
Xerox 1987,General,24.0,4.0,8.0,7
Xerox 1988,General,61.5,4.555555555555555,20.5,3
Xerox 1989,General,3.0,2.0,1.0,7
Xerox 199,General,24.0,4.0,8.0,3
Xerox 1990,General,12.0,4.0,4.0,6
Xerox 1991,General,39.0,4.333333333333333,13.0,6
Xerox 1992,General,22.5,3.75,7.5,5
Xerox 1993,General,36.0,3.0,12.0,5
Xerox 1994,General,19.5,3.25,6.5,4
Xerox 1995,General,33.0,3.6666666666666665,11.0,7
Xerox 1996,General,42.0,3.5,14.0,5
Xerox 1997,General,45.0,3.75,15.0,3
Xerox 1998,General,13.5,4.5,4.5,3
Xerox 1999,General,25.5,2.4285714285714284,8.5,6
Xerox 2,General,37.5,2.7777777777777777,12.5,4
Xerox 20,General,1.5,1.0,0.5,3
Xerox 200,General,22.5,3.0,7.5,3
Xerox 2000,General,21.0,2.8,7.0,5
Xerox 201,General,28.5,3.8,9.5,3
Xerox 202,General,42.0,3.5,14.0,7
Xerox 203,General,36.0,4.0,12.0,3
Xerox 204,General,25.5,4.25,8.5,3
Xerox 205,General,36.0,6.0,12.0,7
Xerox 206,General,16.5,2.2,5.5,4
Xerox 207,General,10.5,3.5,3.5,4
Xerox 208,General,13.5,4.5,4.5,3
Xerox 209,General,43.5,5.8,14.5,4
Xerox 21,General,36.0,3.4285714285714284,12.0,6
Xerox 210,General,27.0,3.0,9.0,5
Xerox 211,General,28.5,4.75,9.5,3
